id,uni,item,response
18ce8,6ea38,2,1
18ce8,6ea38,3,1
18ce8,6ea38,4,1
18ce8,6ea38,5,3
18ce8,6ea38,6,2
18ce8,6ea38,7,5
18ce8,6ea38,8,2
18ce8,6ea38,9,1
1b103,6ea38,1,2
1b103,6ea38,2,4
1b103,6ea38,3,2
1b103,6ea38,4,5
1b103,6ea38,5,5
1b103,6ea38,6,2
1b103,6ea38,7,2
1b103,6ea38,8,5
1b103,6ea38,9,2
b1edd,6ea38,1,3
b1edd,6ea38,2,5
b1edd,6ea38,3,5
b1edd,6ea38,4,5
b1edd,6ea38,5,5
b1edd,6ea38,6,2
b1edd,6ea38,7,1
b1edd,6ea38,8,5
b1edd,6ea38,9,3
2ef00,6ea38,1,1
2ef00,6ea38,2,2
2ef00,6ea38,3,2
2ef00,6ea38,4,4
2ef00,6ea38,5,1
2ef00,6ea38,6,3
2ef00,6ea38,7,2
2ef00,6ea38,8,4
2ef00,6ea38,9,2
b078a,6ea38,1,1
b078a,6ea38,2,3
b078a,6ea38,3,3
b078a,6ea38,4,4
b078a,6ea38,5,4
b078a,6ea38,6,1
b078a,6ea38,7,1
b078a,6ea38,8,4
b078a,6ea38,9,3
39939,6ea38,1,1
39939,6ea38,2,3
39939,6ea38,3,1
39939,6ea38,4,3
39939,6ea38,5,2
39939,6ea38,6,4
39939,6ea38,7,3
39939,6ea38,8,2
39939,6ea38,9,2
972ee,6ea38,1,1
972ee,6ea38,2,2
972ee,6ea38,3,2
972ee,6ea38,4,3
972ee,6ea38,5,4
972ee,6ea38,6,2
972ee,6ea38,7,2
972ee,6ea38,8,5
972ee,6ea38,9,1
026a6,6ea38,1,1
026a6,6ea38,2,4
026a6,6ea38,3,2
026a6,6ea38,4,4
026a6,6ea38,5,1
026a6,6ea38,6,1
026a6,6ea38,7,1
026a6,6ea38,8,3
026a6,6ea38,9,2
b8834,6ea38,1,1
b8834,6ea38,2,4
b8834,6ea38,3,3
b8834,6ea38,4,4
b8834,6ea38,5,4
b8834,6ea38,6,2
b8834,6ea38,7,1
b8834,6ea38,8,5
b8834,6ea38,9,1
d77a2,6ea38,1,2
d77a2,6ea38,2,2
d77a2,6ea38,3,2
d77a2,6ea38,4,3
d77a2,6ea38,5,4
d77a2,6ea38,6,2
d77a2,6ea38,7,3
d77a2,6ea38,8,3
d77a2,6ea38,9,2
ea5f5,6ea38,1,1
ea5f5,6ea38,2,2
ea5f5,6ea38,3,3
ea5f5,6ea38,4,3
ea5f5,6ea38,5,4
ea5f5,6ea38,6,1
ea5f5,6ea38,7,1
ea5f5,6ea38,8,4
ea5f5,6ea38,9,2
4eef5,6ea38,1,1
4eef5,6ea38,2,2
4eef5,6ea38,3,1
4eef5,6ea38,4,3
4eef5,6ea38,5,3
4eef5,6ea38,6,1
4eef5,6ea38,7,1
4eef5,6ea38,8,4
4eef5,6ea38,9,1
e8e55,6ea38,1,2
e8e55,6ea38,2,2
e8e55,6ea38,3,2
e8e55,6ea38,4,3
e8e55,6ea38,5,4
e8e55,6ea38,6,1
e8e55,6ea38,7,1
e8e55,6ea38,8,4
e8e55,6ea38,9,1
304de,6ea38,1,1
304de,6ea38,2,1
304de,6ea38,3,1
304de,6ea38,4,1
304de,6ea38,5,4
304de,6ea38,6,1
304de,6ea38,7,1
304de,6ea38,8,2
304de,6ea38,9,1
f2357,6ea38,1,3
f2357,6ea38,2,2
f2357,6ea38,3,3
f2357,6ea38,4,5
f2357,6ea38,5,5
f2357,6ea38,6,4
f2357,6ea38,7,2
f2357,6ea38,8,5
f2357,6ea38,9,5
16a05,6ea38,1,2
16a05,6ea38,2,3
16a05,6ea38,3,2
16a05,6ea38,4,4
16a05,6ea38,5,4
16a05,6ea38,6,2
16a05,6ea38,7,1
16a05,6ea38,8,4
16a05,6ea38,9,2
f9393,6ea38,1,2
f9393,6ea38,2,2
f9393,6ea38,3,1
f9393,6ea38,4,3
f9393,6ea38,5,3
f9393,6ea38,6,2
f9393,6ea38,7,3
f9393,6ea38,8,4
f9393,6ea38,9,1
c2601,6ea38,1,1
c2601,6ea38,2,3
c2601,6ea38,3,1
c2601,6ea38,4,5
c2601,6ea38,5,3
c2601,6ea38,6,1
c2601,6ea38,7,1
c2601,6ea38,8,5
c2601,6ea38,9,1
c0ce2,6ea38,1,1
c0ce2,6ea38,2,3
c0ce2,6ea38,3,1
c0ce2,6ea38,4,4
c0ce2,6ea38,5,2
c0ce2,6ea38,6,2
c0ce2,6ea38,7,1
c0ce2,6ea38,8,3
c0ce2,6ea38,9,2
e1556,6ea38,1,5
e1556,6ea38,2,5
e1556,6ea38,3,4
e1556,6ea38,4,5
e1556,6ea38,5,3
e1556,6ea38,6,3
e1556,6ea38,7,2
e1556,6ea38,8,5
e1556,6ea38,9,2
a149e,6ea38,1,1
a149e,6ea38,2,3
a149e,6ea38,3,2
a149e,6ea38,4,5
a149e,6ea38,5,2
a149e,6ea38,6,2
a149e,6ea38,7,1
a149e,6ea38,8,3
a149e,6ea38,9,1
6e166,6ea38,1,1
6e166,6ea38,2,2
6e166,6ea38,3,1
6e166,6ea38,4,3
6e166,6ea38,5,2
6e166,6ea38,6,1
6e166,6ea38,7,1
6e166,6ea38,8,4
6e166,6ea38,9,1
f674a,6ea38,1,3
f674a,6ea38,2,5
f674a,6ea38,3,1
f674a,6ea38,4,4
f674a,6ea38,5,4
f674a,6ea38,6,1
f674a,6ea38,7,2
f674a,6ea38,8,5
f674a,6ea38,9,1
629cd,6ea38,1,2
629cd,6ea38,2,5
629cd,6ea38,3,5
629cd,6ea38,4,5
629cd,6ea38,5,3
629cd,6ea38,6,5
629cd,6ea38,7,3
629cd,6ea38,8,5
629cd,6ea38,9,2
eab49,6ea38,1,1
eab49,6ea38,2,3
eab49,6ea38,3,1
eab49,6ea38,4,2
eab49,6ea38,5,3
eab49,6ea38,6,1
eab49,6ea38,7,1
eab49,6ea38,8,5
eab49,6ea38,9,1
822a6,6ea38,1,1
822a6,6ea38,2,3
822a6,6ea38,3,2
822a6,6ea38,4,5
822a6,6ea38,5,4
822a6,6ea38,6,1
822a6,6ea38,7,1
822a6,6ea38,8,5
822a6,6ea38,9,2
0790b,6ea38,1,1
0790b,6ea38,2,5
0790b,6ea38,3,1
0790b,6ea38,4,4
0790b,6ea38,5,2
0790b,6ea38,6,2
0790b,6ea38,7,1
0790b,6ea38,8,4
0790b,6ea38,9,1
5298a,6ea38,1,4
5298a,6ea38,2,3
5298a,6ea38,3,5
5298a,6ea38,4,4
5298a,6ea38,5,2
5298a,6ea38,6,2
5298a,6ea38,7,2
5298a,6ea38,8,4
5298a,6ea38,9,1
b8a52,6ea38,1,3
b8a52,6ea38,2,2
b8a52,6ea38,3,4
b8a52,6ea38,4,2
b8a52,6ea38,5,3
b8a52,6ea38,6,4
b8a52,6ea38,7,1
b8a52,6ea38,8,3
b8a52,6ea38,9,1
e405f,6ea38,1,2
e405f,6ea38,2,5
e405f,6ea38,3,3
e405f,6ea38,4,5
e405f,6ea38,5,4
e405f,6ea38,6,2
e405f,6ea38,7,3
e405f,6ea38,8,5
e405f,6ea38,9,3
803a8,6ea38,1,3
803a8,6ea38,2,5
803a8,6ea38,3,4
803a8,6ea38,4,4
803a8,6ea38,5,3
803a8,6ea38,6,3
803a8,6ea38,7,3
803a8,6ea38,8,5
803a8,6ea38,9,2
95f7f,6ea38,1,2
95f7f,6ea38,2,3
95f7f,6ea38,3,4
95f7f,6ea38,4,5
95f7f,6ea38,5,5
95f7f,6ea38,6,4
95f7f,6ea38,7,5
95f7f,6ea38,8,4
95f7f,6ea38,9,2
da5d5,6ea38,1,4
da5d5,6ea38,2,2
da5d5,6ea38,3,2
da5d5,6ea38,4,3
da5d5,6ea38,5,5
da5d5,6ea38,6,5
da5d5,6ea38,7,5
da5d5,6ea38,8,4
da5d5,6ea38,9,2
98cbe,6ea38,1,2
98cbe,6ea38,2,1
98cbe,6ea38,3,1
98cbe,6ea38,4,3
98cbe,6ea38,5,2
98cbe,6ea38,6,2
98cbe,6ea38,7,1
98cbe,6ea38,8,4
98cbe,6ea38,9,3
61822,6ea38,1,1
61822,6ea38,2,4
61822,6ea38,3,3
61822,6ea38,4,4
61822,6ea38,5,4
61822,6ea38,6,5
61822,6ea38,7,3
61822,6ea38,8,4
61822,6ea38,9,2
50e87,6ea38,1,4
50e87,6ea38,2,5
50e87,6ea38,3,1
50e87,6ea38,4,5
50e87,6ea38,5,3
50e87,6ea38,6,2
50e87,6ea38,7,5
50e87,6ea38,8,3
50e87,6ea38,9,1
c174e,6ea38,1,5
c174e,6ea38,2,3
c174e,6ea38,3,1
c174e,6ea38,4,4
c174e,6ea38,5,3
c174e,6ea38,6,2
c174e,6ea38,7,3
c174e,6ea38,8,3
c174e,6ea38,9,1
f8560,8gdp3,1,2
f8560,8gdp3,2,2
f8560,8gdp3,3,2
f8560,8gdp3,4,3
f8560,8gdp3,5,3
f8560,8gdp3,6,2
f8560,8gdp3,7,2
f8560,8gdp3,8,3
f8560,8gdp3,9,3
34a79,8gdp3,1,2
34a79,8gdp3,2,4
34a79,8gdp3,3,3
34a79,8gdp3,4,3
34a79,8gdp3,5,3
34a79,8gdp3,6,2
34a79,8gdp3,7,1
34a79,8gdp3,8,5
34a79,8gdp3,9,2
a6690,8gdp3,1,4
a6690,8gdp3,2,5
a6690,8gdp3,3,3
a6690,8gdp3,4,4
a6690,8gdp3,5,4
a6690,8gdp3,6,2
a6690,8gdp3,7,2
a6690,8gdp3,8,5
a6690,8gdp3,9,3
1997f,8gdp3,1,2
1997f,8gdp3,2,5
1997f,8gdp3,3,1
1997f,8gdp3,4,5
1997f,8gdp3,5,2
1997f,8gdp3,6,1
1997f,8gdp3,7,1
1997f,8gdp3,8,5
1997f,8gdp3,9,1
f1055,8gdp3,1,1
f1055,8gdp3,2,5
f1055,8gdp3,3,1
f1055,8gdp3,4,5
f1055,8gdp3,5,2
f1055,8gdp3,6,1
f1055,8gdp3,7,1
f1055,8gdp3,8,5
f1055,8gdp3,9,1
72e67,8gdp3,1,1
72e67,8gdp3,2,4
72e67,8gdp3,3,1
72e67,8gdp3,4,2
72e67,8gdp3,5,2
72e67,8gdp3,6,1
72e67,8gdp3,7,1
72e67,8gdp3,8,3
72e67,8gdp3,9,1
b3a5b,8gdp3,1,1
b3a5b,8gdp3,2,3
b3a5b,8gdp3,3,2
b3a5b,8gdp3,4,3
b3a5b,8gdp3,5,3
b3a5b,8gdp3,6,3
b3a5b,8gdp3,7,1
b3a5b,8gdp3,8,5
b3a5b,8gdp3,9,1
f86d4,8gdp3,1,2
f86d4,8gdp3,2,2
f86d4,8gdp3,3,1
f86d4,8gdp3,4,2
f86d4,8gdp3,5,2
f86d4,8gdp3,6,1
f86d4,8gdp3,7,1
f86d4,8gdp3,8,4
f86d4,8gdp3,9,1
0a4aa,8gdp3,1,1
0a4aa,8gdp3,2,1
0a4aa,8gdp3,3,1
0a4aa,8gdp3,4,2
0a4aa,8gdp3,5,3
0a4aa,8gdp3,6,1
0a4aa,8gdp3,7,1
0a4aa,8gdp3,8,3
0a4aa,8gdp3,9,2
f6856,8gdp3,1,2
f6856,8gdp3,2,3
f6856,8gdp3,3,1
f6856,8gdp3,4,3
f6856,8gdp3,5,4
f6856,8gdp3,6,1
f6856,8gdp3,7,1
f6856,8gdp3,8,5
f6856,8gdp3,9,1
1a09d,8gdp3,1,1
1a09d,8gdp3,2,2
1a09d,8gdp3,3,1
1a09d,8gdp3,4,3
1a09d,8gdp3,5,1
1a09d,8gdp3,6,1
1a09d,8gdp3,7,1
1a09d,8gdp3,8,3
1a09d,8gdp3,9,1
9a3ea,8gdp3,1,1
9a3ea,8gdp3,2,5
9a3ea,8gdp3,3,1
9a3ea,8gdp3,4,4
9a3ea,8gdp3,5,3
9a3ea,8gdp3,6,2
9a3ea,8gdp3,7,2
9a3ea,8gdp3,8,4
9a3ea,8gdp3,9,2
a05f3,8gdp3,1,2
a05f3,8gdp3,2,5
a05f3,8gdp3,3,5
a05f3,8gdp3,4,5
a05f3,8gdp3,5,5
a05f3,8gdp3,6,5
a05f3,8gdp3,7,4
a05f3,8gdp3,8,5
a05f3,8gdp3,9,4
b2df4,8gdp3,1,1
b2df4,8gdp3,2,1
b2df4,8gdp3,3,1
b2df4,8gdp3,4,1
b2df4,8gdp3,5,2
b2df4,8gdp3,6,1
b2df4,8gdp3,7,1
b2df4,8gdp3,8,3
b2df4,8gdp3,9,1
cb39c,8gdp3,1,1
cb39c,8gdp3,2,5
cb39c,8gdp3,3,1
cb39c,8gdp3,4,5
cb39c,8gdp3,5,4
cb39c,8gdp3,6,3
cb39c,8gdp3,7,4
cb39c,8gdp3,8,5
cb39c,8gdp3,9,3
57d9f,8gdp3,1,3
57d9f,8gdp3,2,4
57d9f,8gdp3,3,2
57d9f,8gdp3,4,4
57d9f,8gdp3,5,4
57d9f,8gdp3,6,3
57d9f,8gdp3,7,3
57d9f,8gdp3,8,5
57d9f,8gdp3,9,3
ac2bc,8gdp3,1,1
ac2bc,8gdp3,2,3
ac2bc,8gdp3,3,1
ac2bc,8gdp3,4,3
ac2bc,8gdp3,5,2
ac2bc,8gdp3,6,1
ac2bc,8gdp3,7,1
ac2bc,8gdp3,8,4
ac2bc,8gdp3,9,1
e13ed,8gdp3,1,1
e13ed,8gdp3,2,5
e13ed,8gdp3,3,3
e13ed,8gdp3,4,5
e13ed,8gdp3,5,4
e13ed,8gdp3,6,1
e13ed,8gdp3,7,1
e13ed,8gdp3,8,5
e13ed,8gdp3,9,3
9ea9c,8gdp3,1,2
9ea9c,8gdp3,2,3
9ea9c,8gdp3,3,2
9ea9c,8gdp3,4,4
9ea9c,8gdp3,5,3
9ea9c,8gdp3,6,2
9ea9c,8gdp3,7,3
9ea9c,8gdp3,8,4
9ea9c,8gdp3,9,3
9f792,8gdp3,1,4
9f792,8gdp3,2,5
9f792,8gdp3,3,3
9f792,8gdp3,4,5
9f792,8gdp3,5,4
9f792,8gdp3,6,3
9f792,8gdp3,7,4
9f792,8gdp3,8,5
9f792,8gdp3,9,3
fbfdc,8gdp3,1,3
fbfdc,8gdp3,2,5
fbfdc,8gdp3,3,5
fbfdc,8gdp3,4,4
fbfdc,8gdp3,5,4
fbfdc,8gdp3,6,1
fbfdc,8gdp3,7,5
fbfdc,8gdp3,8,3
fbfdc,8gdp3,9,1
418b5,8gdp3,1,3
418b5,8gdp3,2,5
418b5,8gdp3,3,1
418b5,8gdp3,4,5
418b5,8gdp3,5,4
418b5,8gdp3,6,2
418b5,8gdp3,7,1
418b5,8gdp3,8,5
418b5,8gdp3,9,2
43875,8gdp3,1,1
43875,8gdp3,2,3
43875,8gdp3,3,3
43875,8gdp3,4,4
43875,8gdp3,5,3
43875,8gdp3,6,3
43875,8gdp3,7,3
43875,8gdp3,8,4
43875,8gdp3,9,3
354a4,8gdp3,1,1
354a4,8gdp3,2,2
354a4,8gdp3,3,1
354a4,8gdp3,4,3
354a4,8gdp3,5,2
354a4,8gdp3,6,3
354a4,8gdp3,7,4
354a4,8gdp3,8,5
354a4,8gdp3,9,3
94809,8gdp3,1,3
94809,8gdp3,2,3
94809,8gdp3,3,3
94809,8gdp3,4,4
94809,8gdp3,5,2
94809,8gdp3,6,3
94809,8gdp3,7,1
94809,8gdp3,8,5
94809,8gdp3,9,3
ba03a,8gdp3,1,3
ba03a,8gdp3,2,5
ba03a,8gdp3,3,2
ba03a,8gdp3,4,4
ba03a,8gdp3,5,2
ba03a,8gdp3,6,1
ba03a,8gdp3,7,1
ba03a,8gdp3,8,3
ba03a,8gdp3,9,1
0f073,8gdp3,1,1
0f073,8gdp3,2,4
0f073,8gdp3,3,1
0f073,8gdp3,4,4
0f073,8gdp3,5,3
0f073,8gdp3,6,2
0f073,8gdp3,7,1
0f073,8gdp3,8,5
0f073,8gdp3,9,1
91ab4,8gdp3,1,1
91ab4,8gdp3,2,4
91ab4,8gdp3,3,2
91ab4,8gdp3,4,4
91ab4,8gdp3,5,3
91ab4,8gdp3,6,2
91ab4,8gdp3,7,1
91ab4,8gdp3,8,5
91ab4,8gdp3,9,1
ed373,8gdp3,1,1
ed373,8gdp3,2,1
ed373,8gdp3,3,1
ed373,8gdp3,4,1
ed373,8gdp3,5,2
ed373,8gdp3,6,1
ed373,8gdp3,7,1
ed373,8gdp3,8,2
ed373,8gdp3,9,1
9dbfc,8gdp3,1,2
9dbfc,8gdp3,2,4
9dbfc,8gdp3,3,3
9dbfc,8gdp3,4,9
9dbfc,8gdp3,5,5
9dbfc,8gdp3,6,3
9dbfc,8gdp3,7,3
9dbfc,8gdp3,8,5
9dbfc,8gdp3,9,3
6af27,8gdp3,1,2
6af27,8gdp3,2,3
6af27,8gdp3,3,1
6af27,8gdp3,4,2
6af27,8gdp3,5,2
6af27,8gdp3,6,1
6af27,8gdp3,7,2
6af27,8gdp3,8,4
6af27,8gdp3,9,2
11f95,8gdp3,1,3
11f95,8gdp3,2,4
11f95,8gdp3,3,2
11f95,8gdp3,4,5
11f95,8gdp3,5,4
11f95,8gdp3,6,2
11f95,8gdp3,7,2
11f95,8gdp3,8,5
11f95,8gdp3,9,2
549e6,8gdp3,1,3
549e6,8gdp3,2,4
549e6,8gdp3,3,1
549e6,8gdp3,4,3
549e6,8gdp3,5,3
549e6,8gdp3,6,1
549e6,8gdp3,7,1
549e6,8gdp3,8,3
549e6,8gdp3,9,1
245ed,8gdp3,1,1
245ed,8gdp3,2,2
245ed,8gdp3,3,1
245ed,8gdp3,4,4
245ed,8gdp3,5,1
245ed,8gdp3,6,1
245ed,8gdp3,7,1
245ed,8gdp3,8,4
245ed,8gdp3,9,1
f9563,8gdp3,1,1
f9563,8gdp3,2,2
f9563,8gdp3,3,1
f9563,8gdp3,4,3
f9563,8gdp3,5,1
f9563,8gdp3,6,1
f9563,8gdp3,7,1
f9563,8gdp3,8,3
f9563,8gdp3,9,1
7393b,8gdp3,1,1
7393b,8gdp3,2,2
7393b,8gdp3,3,2
7393b,8gdp3,4,2
7393b,8gdp3,5,3
7393b,8gdp3,6,1
7393b,8gdp3,7,1
7393b,8gdp3,8,2
7393b,8gdp3,9,1
2e56d,8gdp3,1,1
2e56d,8gdp3,2,3
2e56d,8gdp3,3,1
2e56d,8gdp3,4,3
2e56d,8gdp3,5,1
2e56d,8gdp3,6,1
2e56d,8gdp3,7,1
2e56d,8gdp3,8,4
2e56d,8gdp3,9,1
528ba,8gdp3,1,1
528ba,8gdp3,2,2
528ba,8gdp3,3,1
528ba,8gdp3,4,3
528ba,8gdp3,5,3
528ba,8gdp3,6,1
528ba,8gdp3,7,1
528ba,8gdp3,8,4
528ba,8gdp3,9,2
0f3bb,8gdp3,1,3
0f3bb,8gdp3,2,4
0f3bb,8gdp3,3,2
0f3bb,8gdp3,4,3
0f3bb,8gdp3,5,3
0f3bb,8gdp3,6,2
0f3bb,8gdp3,7,2
0f3bb,8gdp3,8,3
0f3bb,8gdp3,9,2
2fbaa,8gdp3,1,2
2fbaa,8gdp3,2,4
2fbaa,8gdp3,3,3
2fbaa,8gdp3,4,5
2fbaa,8gdp3,5,3
2fbaa,8gdp3,6,3
2fbaa,8gdp3,7,2
2fbaa,8gdp3,8,5
2fbaa,8gdp3,9,3
cc6ed,8gdp3,1,3
cc6ed,8gdp3,2,4
cc6ed,8gdp3,3,2
cc6ed,8gdp3,4,4
cc6ed,8gdp3,5,3
cc6ed,8gdp3,6,2
cc6ed,8gdp3,7,1
cc6ed,8gdp3,8,5
cc6ed,8gdp3,9,3
54345,8gdp3,1,1
54345,8gdp3,2,3
54345,8gdp3,3,1
54345,8gdp3,4,4
54345,8gdp3,5,2
54345,8gdp3,6,2
54345,8gdp3,7,4
54345,8gdp3,8,4
54345,8gdp3,9,2
40931,8gdp3,1,3
40931,8gdp3,2,3
40931,8gdp3,3,3
40931,8gdp3,4,4
40931,8gdp3,5,3
40931,8gdp3,6,4
40931,8gdp3,7,3
40931,8gdp3,8,5
40931,8gdp3,9,3
8376a,8gdp3,1,3
8376a,8gdp3,2,5
8376a,8gdp3,3,1
8376a,8gdp3,4,4
8376a,8gdp3,5,2
8376a,8gdp3,6,1
8376a,8gdp3,7,1
8376a,8gdp3,8,9
8376a,8gdp3,9,1
ee30f,8gdp3,1,3
ee30f,8gdp3,2,4
ee30f,8gdp3,3,1
ee30f,8gdp3,4,5
ee30f,8gdp3,5,3
ee30f,8gdp3,6,3
ee30f,8gdp3,7,2
ee30f,8gdp3,8,5
ee30f,8gdp3,9,5
42b09,8gdp3,1,1
42b09,8gdp3,2,2
42b09,8gdp3,3,1
42b09,8gdp3,4,2
42b09,8gdp3,5,1
42b09,8gdp3,6,1
42b09,8gdp3,7,1
42b09,8gdp3,8,3
42b09,8gdp3,9,1
f8248,8gdp3,1,3
f8248,8gdp3,2,4
f8248,8gdp3,3,1
f8248,8gdp3,4,2
f8248,8gdp3,5,4
f8248,8gdp3,6,3
f8248,8gdp3,7,2
f8248,8gdp3,8,5
f8248,8gdp3,9,4
acc5d,8gdp3,1,1
acc5d,8gdp3,2,3
acc5d,8gdp3,3,1
acc5d,8gdp3,4,2
acc5d,8gdp3,5,2
acc5d,8gdp3,6,1
acc5d,8gdp3,7,2
acc5d,8gdp3,8,3
acc5d,8gdp3,9,1
1f214,8gdp3,1,1
1f214,8gdp3,2,3
1f214,8gdp3,3,2
1f214,8gdp3,4,3
1f214,8gdp3,5,2
1f214,8gdp3,6,1
1f214,8gdp3,7,1
1f214,8gdp3,8,4
1f214,8gdp3,9,1
8e38a,8gdp3,1,3
8e38a,8gdp3,2,2
8e38a,8gdp3,3,2
8e38a,8gdp3,4,4
8e38a,8gdp3,5,3
8e38a,8gdp3,6,2
8e38a,8gdp3,7,3
8e38a,8gdp3,8,5
8e38a,8gdp3,9,2
de570,8gdp3,1,2
de570,8gdp3,2,4
de570,8gdp3,3,1
de570,8gdp3,4,4
de570,8gdp3,5,2
de570,8gdp3,6,1
de570,8gdp3,7,1
de570,8gdp3,8,3
de570,8gdp3,9,1
7c8c4,8gdp3,1,3
7c8c4,8gdp3,2,3
7c8c4,8gdp3,3,1
7c8c4,8gdp3,4,3
7c8c4,8gdp3,5,2
7c8c4,8gdp3,6,2
7c8c4,8gdp3,7,1
7c8c4,8gdp3,8,4
7c8c4,8gdp3,9,2
31e98,8gdp3,1,3
31e98,8gdp3,2,4
31e98,8gdp3,3,1
31e98,8gdp3,4,4
31e98,8gdp3,5,3
31e98,8gdp3,6,2
31e98,8gdp3,7,2
31e98,8gdp3,8,2
31e98,8gdp3,9,1
041b3,8gdp3,1,3
041b3,8gdp3,2,9
041b3,8gdp3,3,1
041b3,8gdp3,4,4
041b3,8gdp3,5,4
041b3,8gdp3,6,2
041b3,8gdp3,7,1
041b3,8gdp3,8,5
041b3,8gdp3,9,2
e4559,8gdp3,1,1
e4559,8gdp3,2,4
e4559,8gdp3,3,1
e4559,8gdp3,4,3
e4559,8gdp3,5,2
e4559,8gdp3,6,1
e4559,8gdp3,7,1
e4559,8gdp3,8,3
e4559,8gdp3,9,1
e2ea1,8gdp3,1,3
e2ea1,8gdp3,2,4
e2ea1,8gdp3,3,1
e2ea1,8gdp3,4,9
e2ea1,8gdp3,5,2
e2ea1,8gdp3,6,1
e2ea1,8gdp3,7,2
e2ea1,8gdp3,8,5
e2ea1,8gdp3,9,2
40f7b,8gdp3,1,3
40f7b,8gdp3,2,5
40f7b,8gdp3,3,3
40f7b,8gdp3,4,5
40f7b,8gdp3,5,5
40f7b,8gdp3,6,2
40f7b,8gdp3,7,2
40f7b,8gdp3,8,5
40f7b,8gdp3,9,2
68bd4,8gdp3,1,3
68bd4,8gdp3,2,4
68bd4,8gdp3,3,2
68bd4,8gdp3,4,4
68bd4,8gdp3,5,3
68bd4,8gdp3,6,3
68bd4,8gdp3,7,9
68bd4,8gdp3,8,3
68bd4,8gdp3,9,1
1610e,8gdp3,1,3
1610e,8gdp3,2,4
1610e,8gdp3,3,5
1610e,8gdp3,4,3
1610e,8gdp3,5,3
1610e,8gdp3,6,3
1610e,8gdp3,7,5
1610e,8gdp3,8,5
1610e,8gdp3,9,4
9744f,8gdp3,1,1
9744f,8gdp3,2,5
9744f,8gdp3,3,1
9744f,8gdp3,4,3
9744f,8gdp3,5,4
9744f,8gdp3,6,1
9744f,8gdp3,7,1
9744f,8gdp3,8,5
9744f,8gdp3,9,1
2baa6,8gdp3,1,3
2baa6,8gdp3,2,5
2baa6,8gdp3,3,4
2baa6,8gdp3,4,3
2baa6,8gdp3,5,1
2baa6,8gdp3,6,1
2baa6,8gdp3,7,1
2baa6,8gdp3,8,5
2baa6,8gdp3,9,1
72e03,8gdp3,1,1
72e03,8gdp3,2,5
72e03,8gdp3,3,2
72e03,8gdp3,4,5
72e03,8gdp3,5,3
72e03,8gdp3,6,1
72e03,8gdp3,7,2
72e03,8gdp3,8,5
72e03,8gdp3,9,2
d532e,8gdp3,1,1
d532e,8gdp3,2,3
d532e,8gdp3,3,2
d532e,8gdp3,4,4
d532e,8gdp3,5,3
d532e,8gdp3,6,1
d532e,8gdp3,7,2
d532e,8gdp3,8,4
d532e,8gdp3,9,2
1b947,8gdp3,1,2
1b947,8gdp3,2,2
1b947,8gdp3,3,2
1b947,8gdp3,4,2
1b947,8gdp3,5,3
1b947,8gdp3,6,2
1b947,8gdp3,7,2
1b947,8gdp3,8,3
1b947,8gdp3,9,2
20f01,8gdp3,1,3
20f01,8gdp3,2,3
20f01,8gdp3,3,1
20f01,8gdp3,4,4
20f01,8gdp3,5,5
20f01,8gdp3,6,1
20f01,8gdp3,7,1
20f01,8gdp3,8,5
20f01,8gdp3,9,1
5f97e,8gdp3,1,1
5f97e,8gdp3,2,4
5f97e,8gdp3,3,2
5f97e,8gdp3,4,4
5f97e,8gdp3,5,5
5f97e,8gdp3,6,3
5f97e,8gdp3,7,3
5f97e,8gdp3,8,5
5f97e,8gdp3,9,1
6a07c,8gdp3,1,2
6a07c,8gdp3,2,4
6a07c,8gdp3,3,3
6a07c,8gdp3,4,4
6a07c,8gdp3,5,4
6a07c,8gdp3,6,3
6a07c,8gdp3,7,2
6a07c,8gdp3,8,4
6a07c,8gdp3,9,3
505b1,8gdp3,1,2
505b1,8gdp3,2,4
505b1,8gdp3,3,3
505b1,8gdp3,4,4
505b1,8gdp3,5,4
505b1,8gdp3,6,2
505b1,8gdp3,7,2
505b1,8gdp3,8,5
505b1,8gdp3,9,1
50ec0,8gdp3,1,2
50ec0,8gdp3,2,4
50ec0,8gdp3,3,1
50ec0,8gdp3,4,4
50ec0,8gdp3,5,3
50ec0,8gdp3,6,2
50ec0,8gdp3,7,1
50ec0,8gdp3,8,5
50ec0,8gdp3,9,2
15b81,8gdp3,1,1
15b81,8gdp3,2,5
15b81,8gdp3,3,2
15b81,8gdp3,4,5
15b81,8gdp3,5,4
15b81,8gdp3,6,4
15b81,8gdp3,7,4
15b81,8gdp3,8,5
15b81,8gdp3,9,4
03e4b,8gdp3,1,3
03e4b,8gdp3,2,1
03e4b,8gdp3,3,1
03e4b,8gdp3,4,1
03e4b,8gdp3,5,1
03e4b,8gdp3,6,1
03e4b,8gdp3,7,1
03e4b,8gdp3,8,1
03e4b,8gdp3,9,1
54484,8gdp3,1,2
54484,8gdp3,2,5
54484,8gdp3,3,3
54484,8gdp3,4,5
54484,8gdp3,5,4
54484,8gdp3,6,2
54484,8gdp3,7,2
54484,8gdp3,8,5
54484,8gdp3,9,4
239ee,8gdp3,1,4
239ee,8gdp3,2,5
239ee,8gdp3,3,5
239ee,8gdp3,4,5
239ee,8gdp3,5,5
239ee,8gdp3,6,4
239ee,8gdp3,7,3
239ee,8gdp3,8,5
239ee,8gdp3,9,5
7e182,8gdp3,1,3
7e182,8gdp3,2,4
